2016-12-17 18:03:19,622 8117 140718299046912   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:03:19,622 8117 140718299046912       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:03:46,168 8123 140642855269376   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:03:46,168 8123 140642855269376       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:04:45,814 8129 140132153205760   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:04:45,814 8129 140132153205760       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:06:52,465 8136 140633675527168   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:06:52,465 8136 140633675527168       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:08:21,306 8144 140122500420608   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:08:21,306 8144 140122500420608       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:14:13,419 8161 140480465884160   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:14:13,419 8161 140480465884160       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:15:10,425 8170 140624857936896   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:15:10,425 8170 140624857936896       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:18:18,204 8180 140141705081856   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:18:18,204 8180 140141705081856       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:18:59,684 8184 139767297197056   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:18:59,684 8184 139767297197056       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:23:11,048 8196 140000416125952   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:23:11,048 8196 140000416125952       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:23:19,626 8201 140167849030656   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:23:19,627 8201 140167849030656       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:23:31,166 8208 140313753711616   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:23:31,166 8208 140313753711616       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:25:22,013 8216 140417183773696   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:25:22,013 8216 140417183773696       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:28:47,839 8228 140604290921472   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:28:47,839 8228 140604290921472       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
